id,house_owner,mortgage,value,car_probability
945,OWNER,LOW,0,7
946,OWNER,LOW,1749929,1
947,OWNER,Med,174400,3
948,OWNER,Med,428370,1
949,OWNER,High,482870,1
950,OWNER,Med,250700,3
951,OWNER,LOW,0,3
952,OWNER,High,1362500,3
953,OWNER,High,4944240,1
954,OWNER,LOW,262820,2
955,OWNER,LOW,365967,1
956,OWNER,Med,356244,1
957,RENTER,LOW,0,8
958,RENTER,LOW,0,5
959,OWNER,LOW,1448479,1
960,,LOW,800692,1
961,,LOW,0,6
962,,LOW,1500000,1
963,OWNER,Med,507340,2
964,OWNER,High,410058,1
965,OWNER,High,605516,1
966,OWNER,LOW,0,4
967,OWNER,High,1956550,1
968,RENTER,LOW,189799,1
969,OWNER,LOW,746650,4
970,OWNER,LOW,5366298,4
971,OWNER,LOW,268924,5
972,OWNER,Med,293642,1
973,OWNER,High,783553,1
974,OWNER,Med,273372,2
975,OWNER,LOW,1360647,2
976,OWNER,Med,431160,1
977,,LOW,0,6
978,OWNER,LOW,687245,3
979,OWNER,LOW,504495,1
980,RENTER,LOW,0,2
981,OWNER,LOW,370818,1
982,OWNER,LOW,331087,2
983,OWNER,Med,398286,1
984,OWNER,LOW,0,2
985,OWNER,Med,461004,1
986,OWNER,High,279393,1
987,OWNER,LOW,164317,6
988,OWNER,High,492135,2
989,OWNER,LOW,281906,1
990,RENTER,LOW,0,8
991,OWNER,LOW,373008,4
992,OWNER,LOW,349890,1
993,,LOW,583204,1
994,OWNER,LOW,223014,1
995,OWNER,LOW,510600,4
996,OWNER,High,670382,2
997,OWNER,LOW,0,1
998,OWNER,LOW,395670,1
999,OWNER,LOW,533119,9
1000,OWNER,LOW,493116,1
1001,OWNER,LOW,444338,2
1002,,LOW,781628,4
1003,,LOW,777606,1
1004,OWNER,High,301426,1
1005,OWNER,Med,292992,4
1006,OWNER,LOW,255060,5
1007,OWNER,High,560275,1
1008,OWNER,LOW,460309,5
1009,OWNER,High,428500,1
1010,OWNER,LOW,302148,2
1011,OWNER,LOW,589232,1
1012,OWNER,Med,439278,1
1013,OWNER,LOW,402210,1
1014,,LOW,1834960,1
1015,OWNER,LOW,0,2
1016,OWNER,High,939100,1
1017,OWNER,High,376050,6
1018,OWNER,LOW,715770,1
1019,OWNER,LOW,416250,1
1020,,LOW,0,1
1021,,LOW,416925,1
1022,OWNER,LOW,303456,1
1023,OWNER,Med,206228,2
1024,OWNER,LOW,337485,2
1025,OWNER,High,504873,1
1026,RENTER,LOW,0,1
1027,OWNER,Med,748612,1
1028,OWNER,High,482194,3
1029,,LOW,572495,1
1030,OWNER,LOW,619556,7
1031,OWNER,LOW,2153295,1
1032,OWNER,High,1058662,1
1033,OWNER,Med,420652,5
1034,OWNER,High,859792,8
1035,OWNER,LOW,244160,4
1036,OWNER,LOW,183403,1
1037,RENTER,LOW,456034,5
1038,OWNER,LOW,1632960,6
1039,RENTER,LOW,6662461,1
1040,OWNER,LOW,1083460,1
1041,OWNER,LOW,2163889,1
1042,OWNER,Med,553654,2
1043,OWNER,LOW,329289,1
1044,OWNER,Med,269186,6
1045,OWNER,High,280784,1
1046,OWNER,LOW,467642,1
1047,OWNER,LOW,351525,2
1048,OWNER,LOW,370927,8
1049,OWNER,High,762313,1
1050,OWNER,LOW,532323,1
1051,OWNER,High,323718,2
1052,,LOW,0,8
1053,OWNER,LOW,750901,1
1054,OWNER,High,628055,3
1055,OWNER,LOW,0,4
1056,OWNER,LOW,1241728,1
1057,OWNER,High,651570,1
1058,OWNER,High,388312,1
1059,OWNER,LOW,1078882,3
1060,RENTER,LOW,516312,2
1061,RENTER,LOW,1700618,1
1062,OWNER,LOW,1375307,1
1063,OWNER,Med,176569,5
1064,,LOW,0,1
1065,RENTER,LOW,0,8
1066,OWNER,LOW,487448,4
1067,OWNER,Med,227183,2
1068,OWNER,LOW,2192426,1
1069,OWNER,LOW,408096,1
1070,OWNER,Med,241230,4
1071,OWNER,LOW,818733,4
1072,OWNER,Med,233376,3
1073,OWNER,LOW,451216,1
1074,OWNER,LOW,464274,1
1075,OWNER,LOW,455838,1
1076,OWNER,LOW,0,9
1077,OWNER,LOW,793520,1
1078,OWNER,LOW,590235,1
1079,OWNER,LOW,619719,2
1080,OWNER,LOW,280718,1
1081,RENTER,LOW,1064385,1
1082,OWNER,LOW,346271,1
1083,,LOW,405153,1
1084,,LOW,538296,1
1085,RENTER,LOW,0,4
1086,OWNER,LOW,407769,4
1087,OWNER,LOW,432653,2
1088,OWNER,Med,365684,2
1089,RENTER,LOW,385981,1
1090,OWNER,Med,331677,3
1091,OWNER,Med,368263,1
1092,OWNER,LOW,500610,1
1093,OWNER,LOW,1900142,4
1094,OWNER,High,721089,1
1095,OWNER,High,567563,5
1096,OWNER,High,300186,3
1097,OWNER,LOW,380209,1
1098,OWNER,LOW,552630,5
1099,,LOW,1275765,1
1100,OWNER,LOW,688618,7
1101,OWNER,LOW,777606,2
1102,OWNER,LOW,318301,1
1103,OWNER,Med,178542,4
1104,OWNER,LOW,624406,1
1105,OWNER,Med,158649,1
1106,,LOW,1030180,3
1107,OWNER,High,763000,2
1108,OWNER,Med,294300,1
1109,OWNER,LOW,1153220,5
1110,OWNER,LOW,604655,1
1111,OWNER,Med,156436,3
1112,OWNER,LOW,223406,2
1113,OWNER,LOW,517423,3
1114,OWNER,LOW,1164800,1
1115,RENTER,LOW,47934,6
1116,,LOW,0,1
1117,RENTER,LOW,216119,1
1118,OWNER,LOW,236911,6
1119,OWNER,High,650146,2
1120,OWNER,Med,327026,1
1121,OWNER,High,344858,1
1122,OWNER,High,606585,2
1123,OWNER,LOW,3976843,1
1124,OWNER,High,726485,1
1125,OWNER,LOW,430332,1
1126,OWNER,LOW,883717,4
1127,OWNER,Med,286234,2
1128,OWNER,LOW,352288,2
1129,OWNER,LOW,110526,3
1130,OWNER,LOW,282233,3
1131,OWNER,High,261273,7
1132,OWNER,High,720261,1
1133,OWNER,LOW,224976,3
1134,OWNER,Med,678634,1
1135,OWNER,LOW,0,3
1136,OWNER,LOW,0,6
1137,OWNER,High,516093,1
1138,RENTER,LOW,91203,2
1139,OWNER,LOW,745363,1
1140,OWNER,High,770248,1
1141,RENTER,LOW,458000,2
1142,OWNER,High,417644,1
1143,OWNER,LOW,436021,6
1144,OWNER,Med,223450,3
1145,OWNER,LOW,311000,1
1146,OWNER,Med,284490,4
1147,OWNER,High,767360,1
1148,OWNER,Med,419780,1
1149,OWNER,LOW,725940,1
1150,OWNER,LOW,220659,1
1151,OWNER,High,463250,1
1152,OWNER,High,2230140,1
1153,OWNER,High,617744,1
1154,RENTER,LOW,749925,8
1155,,LOW,410646,6
1156,OWNER,LOW,318334,5
1157,OWNER,LOW,637617,5
1158,OWNER,LOW,0,4
1159,OWNER,High,466400,6
1160,OWNER,LOW,365168,1
1161,OWNER,Med,338532,1
1162,OWNER,High,577700,1
1163,OWNER,Med,325692,2
1164,OWNER,LOW,187480,2
1165,OWNER,LOW,268794,1
1166,OWNER,Med,886824,1
1167,OWNER,LOW,168339,8
1168,OWNER,High,1213170,1
1169,OWNER,High,653128,1
1170,OWNER,LOW,251790,5
1171,OWNER,LOW,879946,1
1172,OWNER,LOW,258460,2
1173,RENTER,LOW,0,2
1174,OWNER,LOW,2354400,1
1175,OWNER,LOW,236813,1
1176,OWNER,LOW,0,1
1177,OWNER,LOW,992601,3
1178,,LOW,1195555,1
1179,OWNER,LOW,282855,3
1180,OWNER,High,543123,2
1181,OWNER,Med,337376,2
1182,OWNER,LOW,837774,2
1183,OWNER,High,389947,1
1184,OWNER,Med,694057,1
1185,OWNER,High,1820300,1
1186,OWNER,LOW,317844,1
1187,OWNER,Med,294888,1
1188,,LOW,269469,8
1189,OWNER,High,855530,1
1190,OWNER,High,583150,5
1191,OWNER,High,1185375,1
1192,OWNER,LOW,503580,5
1193,OWNER,Med,277180,3
1194,OWNER,LOW,271137,2
1195,RENTER,LOW,0,1
1196,OWNER,LOW,408117,1
1197,OWNER,LOW,145645,2
1198,OWNER,LOW,312012,1
1199,OWNER,High,763000,1
1200,OWNER,High,399961,1
1201,,LOW,241380,6
1202,,LOW,308705,1
1203,OWNER,LOW,129870,2
1204,OWNER,LOW,816682,1
1205,RENTER,LOW,144724,2
1206,OWNER,LOW,130980,8
1207,,LOW,298343,7
1208,OWNER,LOW,1040405,1
1209,,LOW,335403,6
1210,OWNER,LOW,0,9
1211,OWNER,Med,438725,1
1212,OWNER,Med,242389,1
1213,,LOW,588425,1
1214,OWNER,High,280762,1
1215,RENTER,LOW,281812,4
1216,OWNER,LOW,0,5
1217,OWNER,High,920293,1
1218,OWNER,High,323730,8
1219,OWNER,Med,306508,5
1220,OWNER,LOW,278451,2
1221,OWNER,High,555900,1
1222,OWNER,LOW,345729,1
1223,OWNER,LOW,104683,2
1224,,LOW,505498,1
1225,OWNER,High,321550,1
1226,OWNER,Med,286870,2
1227,OWNER,High,735750,8
1228,OWNER,Med,148844,3
1229,,LOW,1090545,1
1230,OWNER,LOW,269775,1
1231,RENTER,LOW,324209,1
1232,OWNER,LOW,857285,1
1233,OWNER,LOW,194979,3
1234,OWNER,Med,222636,2
1235,OWNER,Med,246491,1
1236,OWNER,LOW,266777,2
1237,OWNER,Med,326215,1
1238,OWNER,Med,243680,7
1239,,LOW,490500,1
1240,OWNER,High,312939,4
1241,OWNER,High,387691,1
1242,RENTER,LOW,0,3
1243,,LOW,167713,3
1244,OWNER,LOW,424228,2
1245,OWNER,LOW,149387,5
1246,OWNER,High,364452,4
1247,,LOW,177268,3
1248,OWNER,LOW,880720,7
1249,OWNER,LOW,358784,1
1250,OWNER,LOW,189649,4
1251,OWNER,High,370382,1
1252,OWNER,High,451585,1
1253,OWNER,LOW,129247,5
1254,OWNER,High,269461,1
1255,OWNER,LOW,863421,8
1256,OWNER,LOW,333278,2
1257,OWNER,High,447298,1
1258,OWNER,Med,312154,1
1259,OWNER,Med,333540,1
1260,OWNER,High,956671,1
1261,OWNER,Med,248389,3
1262,OWNER,LOW,138048,4
1263,OWNER,Med,297738,1
1264,,LOW,249688,1
1265,,LOW,183207,2
1266,OWNER,LOW,154736,3
1267,OWNER,Med,195212,3
1268,OWNER,LOW,488374,1
1269,OWNER,LOW,142441,1
1270,OWNER,High,653877,1
1271,OWNER,LOW,154507,7
1272,OWNER,Med,179336,3
1273,,LOW,275143,8
1274,OWNER,LOW,296480,8
1275,,LOW,334383,1
1276,OWNER,LOW,288850,5
1277,OWNER,LOW,243353,8
1278,OWNER,LOW,0,8
1279,OWNER,High,272500,1
1280,OWNER,Med,245250,1
1281,OWNER,LOW,254188,1
1282,OWNER,LOW,881265,1
1283,OWNER,LOW,545000,4
1284,,LOW,233478,7
1285,OWNER,High,440753,8
1286,OWNER,Med,157150,5
1287,RENTER,LOW,298224,3
1288,OWNER,High,644517,1
1289,OWNER,LOW,0,8
1290,RENTER,LOW,231163,5
1291,OWNER,LOW,408205,1
1292,,LOW,171163,2
1293,OWNER,Med,330096,4
1294,OWNER,LOW,448382,1
1295,,LOW,254209,7
1296,OWNER,High,500702,6
1297,OWNER,LOW,499601,8
1298,OWNER,High,523854,1
1299,OWNER,LOW,305984,1
1300,OWNER,Med,197475,7
1301,OWNER,Med,248635,7
1302,OWNER,LOW,144462,2
1303,OWNER,Med,287651,1
1304,RENTER,LOW,713405,2
1305,OWNER,Med,232813,1
1306,OWNER,Med,203230,1
1307,OWNER,LOW,60822,3
1308,OWNER,LOW,137340,3
1309,OWNER,High,272391,7
1310,OWNER,Med,220071,3
1311,OWNER,High,385206,2
1312,OWNER,LOW,380520,1
1313,OWNER,LOW,375047,1
1314,OWNER,Med,402406,1
1315,OWNER,LOW,0,3
1316,OWNER,Med,191840,8
1317,,LOW,130255,2
1318,OWNER,Med,314407,3
1319,OWNER,LOW,1051632,1
1320,RENTER,LOW,194425,1
1321,OWNER,LOW,1198073,1
1322,,LOW,382306,1
1323,OWNER,High,310650,2
1324,OWNER,LOW,258330,1
1325,OWNER,Med,476839,1
1326,,LOW,0,7
1327,OWNER,High,905604,1
1328,,LOW,780091,7
1329,OWNER,LOW,260510,6
1330,RENTER,LOW,427593,3
1331,OWNER,Med,196091,4
1332,OWNER,LOW,258918,8
1333,OWNER,High,468176,1
1334,OWNER,Med,301406,2
1335,OWNER,High,417470,2
1336,OWNER,LOW,56680,3
1337,,LOW,349039,1
1338,OWNER,Med,272279,1
1339,OWNER,High,1120280,4
1340,OWNER,LOW,145787,4
1341,OWNER,Med,644517,1
1342,OWNER,High,369609,6
1343,RENTER,LOW,406831,7
1344,OWNER,High,424151,7
1345,OWNER,LOW,220890,2
1346,OWNER,Med,295157,1
1347,OWNER,LOW,274407,6
1348,OWNER,LOW,232701,4
1349,OWNER,High,577700,1
1350,OWNER,Med,403790,1
1351,OWNER,LOW,321103,2
1352,OWNER,LOW,256586,7
1353,OWNER,Med,231080,6
1354,OWNER,High,849938,1
1355,OWNER,High,653891,1
1356,RENTER,LOW,1025046,1
1357,OWNER,LOW,383178,6
1358,OWNER,High,392400,1
1359,OWNER,LOW,590240,2
1360,,LOW,0,7
1361,OWNER,LOW,779350,2
1362,OWNER,High,347274,1
1363,OWNER,High,256150,4
1364,OWNER,LOW,174094,1
1365,,LOW,860049,4
1366,OWNER,LOW,243513,1
1367,OWNER,LOW,641465,1
1368,OWNER,LOW,0,3
1369,OWNER,Med,2393149,1
1370,OWNER,LOW,320590,7
1371,OWNER,LOW,213204,7
1372,OWNER,Med,170575,1
1373,OWNER,Med,239800,1
1374,OWNER,High,672878,6
1375,OWNER,LOW,0,9
1376,RENTER,LOW,455968,6
1377,OWNER,LOW,370600,7
1378,OWNER,High,291749,1
1379,OWNER,LOW,207645,2
1380,RENTER,LOW,571726,7
1381,OWNER,LOW,248193,5
1382,OWNER,High,1262492,1
1383,OWNER,LOW,296327,1
1384,OWNER,High,266832,4
1385,OWNER,LOW,422601,1
1386,OWNER,High,430877,1
1387,RENTER,LOW,197671,3
1388,,LOW,0,5
1389,OWNER,Med,240852,2
1390,OWNER,LOW,251299,1
1391,OWNER,Med,205008,3
1392,OWNER,LOW,201889,3
1393,OWNER,High,477420,5
1394,OWNER,Med,459980,1
1395,OWNER,Med,278380,1
1396,OWNER,Med,243724,2
1397,OWNER,Med,235194,1
1398,OWNER,Med,255930,3
1399,OWNER,LOW,681250,1
1400,OWNER,LOW,278113,1
1401,,LOW,527672,1
1402,,LOW,256150,1
1403,OWNER,High,406570,3
1404,OWNER,LOW,350226,1
1405,OWNER,High,402864,1
1406,OWNER,LOW,0,7
1407,OWNER,High,273655,1
1408,,LOW,212550,2
1409,OWNER,LOW,0,8
1410,,LOW,733635,2
1411,OWNER,LOW,350903,1
1412,RENTER,LOW,351680,5
1413,OWNER,High,357520,1
1414,OWNER,LOW,221195,6
1415,OWNER,High,367372,1
1416,OWNER,High,242797,5
1417,RENTER,LOW,427593,6
1418,OWNER,High,299750,2
1419,OWNER,Med,183986,2
1420,RENTER,LOW,318251,1
1421,OWNER,LOW,271279,1
1422,OWNER,LOW,347928,4
1423,OWNER,LOW,230502,1
1424,OWNER,LOW,509030,8
1425,OWNER,LOW,0,1
1426,OWNER,LOW,148479,3
1427,OWNER,LOW,1272302,2
1428,OWNER,LOW,398722,5
1429,OWNER,Med,388476,2
1430,RENTER,LOW,234387,3
1431,OWNER,LOW,0,8
1432,OWNER,Med,135051,1
1433,OWNER,LOW,1320622,1
1434,OWNER,High,797716,1
1435,,LOW,185920,5
1436,OWNER,Med,194238,3
1437,OWNER,LOW,179850,3
1438,OWNER,LOW,497530,1
1439,OWNER,High,370589,4
1440,OWNER,LOW,642936,2
1441,OWNER,Med,279585,8
1442,OWNER,LOW,190444,5
1443,OWNER,LOW,398024,2
1444,RENTER,LOW,246983,4
1445,OWNER,LOW,0,2
1446,OWNER,Med,129492,7
1447,OWNER,LOW,382401,5
1448,OWNER,High,436436,1
1449,OWNER,Med,241413,1
1450,OWNER,High,562211,3
1451,OWNER,LOW,490990,1
1452,OWNER,High,289068,4
1453,OWNER,LOW,89805,2
1454,OWNER,Med,160759,3
1455,OWNER,Med,269208,1
1456,OWNER,Med,248029,3
1457,OWNER,LOW,190750,5
1458,OWNER,High,612144,1
1459,OWNER,LOW,394983,2
1460,OWNER,High,35828,1
1461,OWNER,High,615850,3
1462,,LOW,610400,5
1463,OWNER,LOW,345181,1
1464,OWNER,High,433615,5
1465,OWNER,LOW,455947,4
1466,OWNER,High,673620,3
1467,RENTER,LOW,209054,2
1468,OWNER,LOW,0,6
1469,OWNER,LOW,143901,4
1470,OWNER,LOW,625387,1
1471,OWNER,Med,209105,1
1472,OWNER,Med,196891,1
1473,,LOW,175269,6
1474,OWNER,Med,427825,3
1475,,LOW,711770,6
1476,OWNER,LOW,393490,1
1477,OWNER,High,355961,1
1478,OWNER,High,479600,1
1479,OWNER,LOW,0,5
1480,OWNER,LOW,226234,1
1481,OWNER,LOW,504539,1
1482,OWNER,LOW,152055,4
1483,OWNER,Med,185300,7
1484,OWNER,Med,255605,3
1485,OWNER,Med,209000,4
1486,RENTER,LOW,814464,1
1487,OWNER,LOW,190750,3
1488,OWNER,LOW,373870,1
1489,OWNER,LOW,194630,5
1490,OWNER,Med,629039,3
1491,OWNER,LOW,0,1
1492,OWNER,LOW,57225,7
1493,OWNER,LOW,627186,5
1494,OWNER,LOW,473970,2
1495,OWNER,High,410058,2
1496,OWNER,LOW,177397,2
1497,OWNER,High,463222,3
1498,OWNER,Med,330280,1
1499,OWNER,High,408139,1
1500,OWNER,LOW,0,2
1501,,LOW,280130,6
1502,OWNER,Med,253670,7
1503,,LOW,266744,7
1504,OWNER,LOW,0,1
1505,OWNER,Med,343350,7
1506,OWNER,LOW,133906,1
1507,,LOW,298109,2
1508,OWNER,High,516311,2
1509,RENTER,LOW,453701,1
1510,,LOW,278407,3
1511,OWNER,LOW,170312,6
1512,OWNER,LOW,172645,7
1513,OWNER,Med,182367,3
1514,RENTER,LOW,175184,9
1515,OWNER,LOW,639012,3
1516,,LOW,301559,7
1517,OWNER,Med,256150,1
1518,OWNER,LOW,589254,1
1519,OWNER,LOW,689425,1
1520,OWNER,Med,298104,6
1521,,LOW,152288,8
1522,OWNER,LOW,249610,9
1523,OWNER,High,515134,1
1524,OWNER,LOW,297570,2
1525,RENTER,LOW,689157,1
1526,OWNER,High,637971,1
1527,RENTER,LOW,510524,1
1528,OWNER,High,550015,1
1529,OWNER,High,370600,2
1530,,LOW,442540,1
1531,OWNER,LOW,236568,1
1532,OWNER,High,465648,1
1533,OWNER,High,570364,1
1534,OWNER,LOW,150441,1
1535,OWNER,High,314247,1
1536,OWNER,High,910368,4
1537,OWNER,LOW,320263,2
1538,OWNER,LOW,437962,3
1539,OWNER,High,588600,5
1540,RENTER,LOW,528519,4
1541,RENTER,LOW,297930,2
1542,OWNER,High,555393,3
1543,OWNER,LOW,199800,1
1544,OWNER,LOW,443608,3
1545,OWNER,High,434910,8
1546,OWNER,LOW,0,8
1547,OWNER,High,517750,1
1548,,LOW,137340,3
1549,OWNER,LOW,1962000,1
1550,OWNER,High,1396944,1
1551,OWNER,Med,147869,8
1552,OWNER,Med,375297,1
1553,RENTER,LOW,0,5
1554,OWNER,LOW,136548,8
1555,OWNER,High,416271,1
1556,OWNER,LOW,483839,6
1557,OWNER,Med,254852,4
1558,OWNER,LOW,224000,2
1559,OWNER,Med,212550,2
1560,,LOW,297570,4
1561,OWNER,High,394689,4
1562,OWNER,LOW,351416,2
1563,OWNER,High,310650,4
1564,OWNER,LOW,147150,8
1565,OWNER,Med,233787,3
1566,OWNER,LOW,261600,5
1567,OWNER,LOW,662959,4
1568,,LOW,196200,1
1569,OWNER,High,535626,2
1570,OWNER,Med,268630,6
1571,OWNER,Med,162911,3
1572,OWNER,LOW,0,3
1573,,LOW,161211,7
1574,OWNER,High,441450,1
1575,OWNER,LOW,349890,5
1576,OWNER,High,510520,1
1577,OWNER,LOW,0,2
1578,OWNER,High,394619,2
1579,OWNER,LOW,778521,3
1580,OWNER,High,1271267,1
1581,OWNER,High,265524,2
1582,OWNER,LOW,0,7
1583,RENTER,LOW,370970,4
1584,OWNER,Med,206708,1
1585,OWNER,Med,232649,2
1586,RENTER,LOW,247732,2
1587,OWNER,High,352070,2
1588,OWNER,High,491862,1
1589,OWNER,LOW,770455,1
1590,OWNER,Med,463620,2
1591,OWNER,Med,203884,2
1592,OWNER,Med,238266,2
1593,,LOW,350980,1
1594,OWNER,LOW,625878,1
1595,OWNER,LOW,224703,4
1596,,LOW,303520,3
1597,OWNER,High,524944,1
1598,,LOW,162874,7
1599,,LOW,252651,8
1600,OWNER,LOW,449101,1
1601,OWNER,LOW,883161,1
1602,OWNER,High,430550,3
1603,,LOW,0,7
1604,,LOW,153744,9
1605,OWNER,High,963560,1
1606,OWNER,High,707955,3
1607,OWNER,LOW,182967,2
1608,OWNER,Med,156088,7
1609,OWNER,LOW,386789,1
1610,,LOW,687484,3
1611,OWNER,Med,156469,3
1612,OWNER,LOW,470880,1
1613,OWNER,LOW,837665,1
1614,RENTER,LOW,187890,1
1615,OWNER,High,272500,2
1616,OWNER,Med,159286,8
1617,,LOW,186360,1
1618,OWNER,LOW,309342,8
1619,OWNER,LOW,247124,4
1620,OWNER,LOW,0,3
1621,OWNER,Med,304437,7
1622,,LOW,283160,8
1623,OWNER,High,864643,1
1624,OWNER,Med,286288,2
1625,OWNER,High,313920,4
1626,OWNER,Med,266244,1
1627,OWNER,LOW,565710,2
1628,OWNER,Med,344331,1
1629,OWNER,LOW,187218,4
1630,RENTER,LOW,0,1
1631,OWNER,High,523418,1
1632,OWNER,High,419650,1
1633,OWNER,High,952660,1
1634,OWNER,Med,231080,3
1635,OWNER,LOW,543866,1
1636,OWNER,High,851889,1
1637,OWNER,Med,368986,1
1638,,LOW,238560,1
1639,OWNER,High,589875,1
1640,OWNER,LOW,0,1
1641,,LOW,245250,6
1642,OWNER,LOW,299450,1
1643,,LOW,0,9
1644,OWNER,High,105671,3
1645,OWNER,High,434528,3
1646,OWNER,High,474150,1
1647,OWNER,Med,148240,8
1648,OWNER,LOW,240770,8
1649,OWNER,High,722670,2
1650,OWNER,High,486794,5
1651,OWNER,High,394020,1
1652,OWNER,LOW,170184,2
1653,OWNER,High,465804,1
1654,OWNER,LOW,152512,2
1655,OWNER,Med,397803,1
1656,OWNER,Med,280130,3
1657,OWNER,LOW,2000000,3
1658,OWNER,High,311740,1
1659,OWNER,LOW,328090,1
1660,OWNER,High,1100218,1
1661,OWNER,LOW,0,8
1662,OWNER,LOW,1098698,1
1663,OWNER,LOW,272205,3
1664,,LOW,280000,8
1665,OWNER,LOW,276315,3
1666,OWNER,LOW,389021,4
1667,OWNER,Med,224387,4
1668,RENTER,LOW,154126,2
1669,OWNER,Med,245724,2
1670,OWNER,Med,169168,4
1671,RENTER,LOW,146985,3
1672,OWNER,High,480199,1
1673,OWNER,LOW,761637,2
1674,OWNER,LOW,0,2
1675,OWNER,LOW,250700,7
1676,,LOW,262090,5
1677,OWNER,LOW,330924,7
1678,OWNER,High,561237,1
1679,OWNER,Med,151865,4
1680,,LOW,0,7
1681,OWNER,LOW,635361,5
1682,OWNER,High,604775,1
1683,OWNER,Med,224256,2
1684,OWNER,LOW,0,2
1685,OWNER,High,265752,3
1686,OWNER,LOW,0,7
1687,,LOW,141610,7
1688,OWNER,LOW,327709,1
1689,OWNER,High,244160,5
1690,OWNER,Med,187680,6
1691,RENTER,LOW,260135,2
1692,OWNER,LOW,0,3
1693,OWNER,LOW,105751,3
1694,OWNER,LOW,212070,9
1695,OWNER,High,332286,4
1696,,LOW,0,2
1697,OWNER,LOW,176580,2
1698,RENTER,LOW,234794,3
1699,OWNER,LOW,322760,7
1700,OWNER,LOW,242797,4
1701,OWNER,LOW,286059,9
1702,OWNER,Med,449723,4
1703,OWNER,Med,388803,2
1704,OWNER,High,475240,1
1705,,LOW,296392,7
1706,OWNER,High,395670,1
1707,OWNER,LOW,190490,2
1708,RENTER,LOW,274124,1
1709,,LOW,0,2
1710,OWNER,High,1214805,2
1711,OWNER,LOW,119006,7
1712,OWNER,Med,351416,1
1713,OWNER,High,302148,4
1714,OWNER,High,246340,7
1715,OWNER,High,449080,8
1716,OWNER,LOW,1126787,1
1717,OWNER,High,270227,1
1718,RENTER,LOW,154780,5
1719,RENTER,LOW,0,2
1720,RENTER,LOW,495950,2
1721,OWNER,Med,618291,1
1722,OWNER,LOW,158704,2
1723,OWNER,Med,238913,6
1724,OWNER,LOW,281220,2
1725,OWNER,Med,310868,1
1726,OWNER,LOW,1728195,2
1727,OWNER,Med,240181,1
1728,OWNER,High,606476,1
1729,OWNER,High,331479,1
1730,OWNER,High,484047,1
1731,OWNER,High,245721,2
1732,OWNER,Med,186804,1
1733,OWNER,Med,261600,8
1734,RENTER,LOW,524589,1
1735,OWNER,LOW,163500,5
1736,RENTER,LOW,418261,1
1737,OWNER,Med,374251,1
1738,OWNER,Med,198423,8
1739,OWNER,Med,595270,1
1740,OWNER,High,457576,3
1741,,LOW,303161,1
1742,OWNER,Med,468176,1
1743,OWNER,LOW,192930,3
1744,OWNER,High,743598,3
1745,OWNER,LOW,173419,5
1746,OWNER,LOW,534100,1
1747,OWNER,High,835223,1
1748,OWNER,LOW,381412,2
1749,OWNER,LOW,81619,3
1750,OWNER,Med,209060,3
1751,OWNER,High,806044,6
1752,OWNER,High,243517,3
1753,OWNER,LOW,0,3
1754,OWNER,Med,264128,1
1755,OWNER,High,515809,1
1756,OWNER,Med,291030,2
1757,OWNER,High,723400,1
1758,OWNER,LOW,348451,1
1759,OWNER,High,354141,1
1760,OWNER,Med,359830,2
1761,OWNER,LOW,535626,1
1762,OWNER,High,450933,1
1763,OWNER,LOW,168819,5
1764,OWNER,LOW,209163,1
1765,OWNER,LOW,231952,3
1766,OWNER,High,316100,5
1767,OWNER,Med,236710,4
1768,OWNER,High,1086130,1
1769,OWNER,LOW,285754,8
1770,OWNER,Med,528628,2
1771,OWNER,LOW,222360,2
1772,OWNER,Med,214029,1
1773,OWNER,LOW,487448,5
1774,OWNER,LOW,189529,4
1775,OWNER,High,1270395,1
1776,OWNER,LOW,214021,5
1777,OWNER,LOW,194875,1
1778,OWNER,LOW,981000,5
1779,OWNER,Med,323076,1
1780,OWNER,High,709590,5
1781,OWNER,LOW,0,2
1782,OWNER,High,770848,1
1783,OWNER,LOW,0,2
1784,OWNER,LOW,187469,6
1785,,LOW,236530,7
1786,RENTER,LOW,0,8
1787,RENTER,LOW,247821,7
1788,OWNER,High,702690,3
1789,OWNER,High,355590,2
1790,OWNER,High,461615,2
1791,OWNER,Med,394966,1
1792,OWNER,Med,377685,3
1793,OWNER,Med,190758,8
1794,OWNER,LOW,143934,1
1795,OWNER,Med,219978,2
1796,,LOW,284740,6
1797,OWNER,High,316508,2
1798,OWNER,Med,328123,4
1799,OWNER,LOW,440621,2
1800,OWNER,High,697600,5
1801,OWNER,LOW,195982,4
1802,OWNER,LOW,251953,1
1803,,LOW,129048,2
1804,OWNER,LOW,160502,7
1805,OWNER,LOW,661920,1
1806,OWNER,LOW,215820,8
1807,OWNER,High,313249,1
1808,OWNER,High,532192,2
1809,,LOW,255441,1
1810,OWNER,LOW,132212,8
1811,OWNER,LOW,0,1
1812,OWNER,Med,219362,6
1813,OWNER,High,336810,2
1814,OWNER,Med,313593,2
1815,OWNER,Med,269415,2
1816,OWNER,High,434855,5
1817,OWNER,High,457189,5
1818,OWNER,Med,604296,1
1819,OWNER,LOW,232960,6
1820,OWNER,LOW,0,5
1821,OWNER,LOW,94080,7
1822,OWNER,LOW,95920,9
1823,OWNER,Med,251055,2
1824,OWNER,LOW,151074,1
1825,OWNER,High,1071547,7
